watchers,forks
1,0
1,0
1,0
1,0
21,2
1,0
4,1
2,0
1,0
8,3
2,0
1,0
1,0
3,0
26,2
1,1
1,0
8,3
1,0
1,0
15,2
1,0
80,44
5,3
1,5
12,12
6,2
6,3
1,2
7,2
1,2
1,0
1,0
2,0
10,3
1,0
1,1
2,0
1,0
1,0
1,0
1,0
1,0
2,0
1,0
8,3
1,0
1,1
1,0
2,1
7,2
2,0
6,1
3,0
1,0
1,0
3,3
4,0
1,0
1,0
1,0
1,0
1,0
1,0
3,1
1,0
1,0
1,0
6,2
2,1
1,0
2,1
18,3
2,0
5,3
1,0
1,0
10,2
3,1
2,0
5,1
3,3
117,70
11,28
1,0
1,0
2,0
3,0
1,0
3,2
1,0
1,0
4,3
1,0
86,13
2,0
4,0
65,15
1,0
1,0
5,1
1,0
66,18
1,0
477,179
6,7
2,0
2,1
3,1
1,1
2,1
506,387
1,0
18,8
3,0
1,0
1,0
1,1
1,0
73,14
1,0
3,0
1,0
756,117
1,0
1,0
1,0
4,3
35,24
4,0
3,0
1,3
3,0
1,0
1,2
10,5
1,0
1,0
1,0
1,0
4,1
1,0
1,0
1,0
2,0
1,0
2,0
6,0
1,0
10,10
1085,472
58,3
18,11
9,12
2,0
45,5
1,0
4,1
2,1
1,0
2,0
1,0
2,1
1,0
1,0
3,0
1,0
1,0
1,1
11,6
5,45
28,20
1,5
15,9
25,13
7,1
3,0
1,0
1,1
1,1
7,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
3,0
1,0
1,0
3,1
11,2
1,1
1,0
79,37
7,5
13,3
13,21
3,5
6,4
2,0
2,5
27,8
6,1
3,0
1,0
2,0
7,1
5,0
1465,1076
1,0
34,29
2,0
1,0
1,0
1,0
1,0
1,0
5,1
15,4
1,0
1,0
2,2
1,0
1,0
45,10
7,3
3,4
4,8
1,0
3,1
3,0
1,0
3,0
1,0
10,6
1,0
105,56
1,0
23,13
1,1
1,0
1,0
2,0
1,0
4,1
5,4
1,0
4,2
2,0
2,0
1,0
1,0
1,0
13,31
195,34
9,6
2,0
3,5
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
4,2
1,0
1,0
1,1
205,28
7,2
1,0
2,1
1,0
6,4
2,1
2,1
27,24
3,2
2,0
5,5
3,0
5,1
22,16
1,0
1,0
1,0
1,0
1,0
371,131
1,0
1,0
1,0
3,0
1,0
1,0
1,0
1,0
2,0
1,0
1,0
3,0
1,0
10,2
5,0
1,0
14,11
5,4
10,3
22,36
23,7
88,67
1,0
6,4
2,0
2,2
1,0
1,0
2,0
1,0
2,3
1,0
5,1
1,0
5,2
17,3
57,34
1,0
1,1
3,0
1,0
11,6
3,0
5,2
4,8
1,0
1,0
1,1
1,0
1,0
5,0
1,0
3,1
1,0
1,0
2,0
1,0
1,1
2,0
3,4
1,0
4,1
2,0
4,1
1,1
1,0
10,5
5,5
9,9
1,0
8,4
1,0
3,1
1,0
1,0
1,0
2,1
1,0
2,0
2,1
1,0
1,0
10,4
1,0
1,0
6,1
231,124
128,100
15,13
3,3
73,43
6,3
22,15
29,5
2,0
1,0
30,39
3,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,2
4,2
2,0
122,62
393,168
101,20
1,0
17,3
1,0
1,3
13,4
3,0
6,2
541,196
1,0
21,3
1,0
1,0
1,0
2,0
29,88
3,1
3,0
1,1
2,0
1,0
1,0
3,0
4,0
1,0
1,0
1,0
1,0
30,13
1,0
1,0
1,0
1,0
1,1
1,0
16,48
11,4
1,0
4,3
1,0
22,8
2,0
3,1
1,0
4,0
1,0
2,1
1,0
2,0
57,20
1,0
4,0
1,1
132,29
1,0
1,0
1,0
335,69
2,1
2,0
95,82
16,3
48,23
4,0
35,17
1,0
3,2
7,2
1,0
1,0
1,0
8,1
4,0
1,0
7,6
1,0
1,0
1,0
5,0
1,0
4,2
6,2
1,0
25,9
3,3
3,2
2,3
4,0
34,34
1,0
1,0
1,0
1,0
1,0
1,0
3,1
1,0
1,0
6,1
2,0
2,1
1,0
16,9
4,2
56,22
9,5
23,6
2,0
7,4
1,0
1,0
13,2
1,0
4,6
1,0
6,0
1,1
1,0
1,0
1,0
1,0
3,10
2,0
1,0
137,61
1,0
1,0
1,0
2,5
2,9
1,0
1,0
2,0
2,2
2,0
10,9
7,3
25,7
1,0
5,1
1,0
5,3
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
468,40
2,1
5,6
1,1
3,0
1,0
2,0
1,0
2,5
2,0
2,0
1,0
1,0
29,19
2,0
1,0
2,2
1,0
4,2
1,0
1,0
1,0
1,1
1,0
3,1
1,1
1,0
3,2
1,0
1,0
1,0
1,0
1,1
1,0
1,0
1,0
1,0
4,3
1,0
1,0
28,1
2,2
2,1
2,1
1,0
5,9
30,20
1,4
81,86
36,15
4,0
2,0
2,1
2,1
6,2
1,0
1,0
1,0
1,2
1,0
1,0
1,0
1,0
1,0
2,0
1,0
2,0
1,0
1,0
1,0
1,0
3,1
5,0
1,0
1,0
2,1
1,0
1,0
7,3
1,0
7,1
2,1
1,0
1,0
2,0
3,1
1,0
2,0
1,0
4,1
222,130
1,0
69,29
24,11
1,0
1,0
1,0
4,2
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
5,2
2,0
2,0
3,1
6,0
2,1
1,1
14,7
5,25
20,2
2,1
6,2
1,0
2,0
1,0
1,0
24,7
1,0
1,1
1,0
1,1
1,2
1,1
10,2
1,0
2,0
1,0
2,1
2,0
18,10
15,10
3,1
3,2
34,20
3,2
9,2
1,0
1,0
1,0
1,0
1,0
1,0
18,4
1,0
1,0
1,0
1,0
1,0
2,0
1,0
1,0
1,0
2,0
1,0
1,0
2,0
1,1
1,1
1,0
1,0
1,0
1,0
1,0
1,0
5,2
1,0
1,0
4,1
2,0
3,0
3,1
1,0
4,0
1,0
2,0
1,0
1,0
1,0
1,0
1,1
1,0
1,0
343,190
26,9
11,33
7,5
1,0
24,3
4,0
1,0
2,0
5,3
1,0
2,0
9,5
7,4
3,1
1,1
7,1
2,0
1,0
2,0
6,1
10,6
1,0
9,0
1,0
1,0
1,0
3,3
12,3
14,16
10,5
14,13
5,4
12,0
3,0
2,1
6,1
1,0
1,0
1,0
2,1
1,2
2,0
1,0
1,1
1,0
1,0
1,0
1,0
1,0
1,0
5,1
1,0
1037,352
1,0
4,2
3,2
37,4
37,29
1,0
3,0
1,0
1,0
1,0
2,0
1,0
1,0
1,0
1,0
6,2
1,0
1,0
1,0
2,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
7,1
1,0
1,0
359,223
3,4
15,12
13,9
15,8
161,69
4,2
5,2
18,10
2,1
3,2
3,0
6,1
1,0
2,1
1,0
2,0
1,0
1,0
3,2
1,1
3,0
1,1
2,1
1,0
1,0
2,1
6,0
1,0
1,0
1,0
1,1
1,0
2,1
2,0
86,91
23,10
1,0
1,0
1,0
64,28
2,0
2,0
1,0
1,0
1,0
2,0
1,0
420,65
4,0
2,0
4,6
15,15
1,3
3,1
2,0
3,3
1,0
2,0
4,0
2,4
2,0
1,0
1,0
1,0
3,1
1,1
2,0
1,0
1,0
1,1
3,0
1,0
18,5
1,0
2,0
1,1
24,21
2,0
3,2
2,1
6,3
1,0
3,1
3,0
1,0
2,0
1,0
3,2
1,0
20,11
2,0
1,0
17,11
8,1
16,2
18,5
7,19
8,1
1,0
3,0
2,1
1,0
11,2
1,0
3,0
1,0
1,0
13,1
2,0
2,0
206,62
6,4
2,0
3,0
21,0
4,0
1,0
1,0
1,0
3,1
3,1
1,0
1,1
1,0
1,0
1,1
355,108
1,0
2,2
4,3
1,0
1,0
15,24
9,3
8,3
8,2
6,5
6,4
2,0
5,3
112,41
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
8,5
1,0
1,0
3,1
9,3
1,0
1,0
10,1
4,0
2400,1044
2,0
4,1
2,1
9,0
1,0
1,0
1,0
1,0
4,1
17,7
13,9
22,16
34,21
46,32
2,0
13,8
3,2
4,4
4,0
2,0
5,0
1,2
2,2
1,0
1,1
8,1
1,0
1,0
8,5
5,1
1,0
1,0
3,1
1,0
1,0
1,0
1,0
1,0
4,0
1,4
34,6
1,0
2,0
7,0
2,0
2,0
2,3
2,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,1
1,0
1,1
1,0
5,0
1,0
1,1
2,1
1,0
1,0
1,0
1,0
12,1
2,0
14,3
3,0
437,41
13,0
2,0
2,1
30,12
2,2
8,7
2,1
8,18
7,8
4,1
14,12
2,0
1,0
1,0
1,0
1,0
1,0
46,17
1,0
1,1
1,0
2,0
1,0
3,4
2,0
6,1
1,0
5,2
1,0
2,1
1,0
8,3
13,5
1,0
1,0
3,1
39,22
1,0
8,2
1,0
1,0
1,0
4,1
1,0
720,243
45,18
2,0
2,3
2,25
2,0
2,2
6,2
4,2
1,0
1,0
1,0
1,0
1,0
2,1
4,0
1,0
2,0
1,0
5,0
3,1
1,0
2,0
1,0
1,0
7,7
7,37
28,26
59,6
3,24
8,3
14,32
183,62
2,0
3,1
4,0
950,461
3,3
1,1
1,0
2,1
3,0
1,0
1,0
1,0
1,0
1,0
3,0
1,0
1,0
1,0
2,0
1,0
5,1
1,0
176,151
5,2
6,2
7,1
3,0
2,0
1,0
6,5
1,0
2,0
4,1
41,6
1,0
1,0
2,0
1,0
1,0
1,0
6,1
4,0
1,0
1,0
37,23
1,0
26,6
102,23
54,36
6,6
4,16
2,0
17,14
13,6
3,2
2,0
1,0
22,8
3,1
1,0
1,0
1,1
671,376
1,0
1,1
9,1
56,16
1,0
4,0
1,0
1,0
6,3
1,0
2,1
3,0
2,0
3,1
562,296
10,7
11,3
898,274
8,1
13,4
93,19
2,0
29,3
1,0
47,15
2,1
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,1
1,0
1,0
1,1
3,1
1,0
1,0
1,0
1,0
2,1
1,0
1,0
24,19
10,3
2,0
6,4
1,0
1,2
3,1
1,0
1,0
3,1
1,0
4,0
1,0
1,0
7,0
2,1
2,0
1,1
1,0
1,0
5,2
2,0
1,0
6,1
105,46
1,0
1,0
2,0
1,0
862,89
3,5
1,2
146,70
1,0
1212,307
1,0
7,21
2,0
18,42
2,0
1,0
1,0
2,1
5,0
1,0
1,0
6,2
1,0
1,0
1,0
15,10
7,4
6,4
22,80
2,1
2,95
4,2
1,0
1,0
6,2
1,0
2,0
2,0
7,0
1,0
2,1
1,0
4,1
4,1
2,2
1,0
1,0
1,0
113,62
538,334
14,1
10,3
557,370
3,0
3,2
2,1
5,1
6,2
1,0
1,0
1,0
1,1
1,0
1,0
1,0
2,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
193,67
12,2
1,0
1,0
8,1
2,0
5,4
1,0
9,2
16,5
1,0
1,0
3,2
1,0
6,1
34,24
1,0
6,1
1,0
1,2
2,2
1,0
1,0
1,0
1,0
2,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
11,8
1,0
7,1
1,14
5,0
3,1
2,1
1,0
2,1
1,0
1,0
1,0
1,0
1,0
1,0
1,0
53,54
3,1
1,0
2,0
1,0
1,0
1,0
1,0
1,0
2,0
1,0
1,0
1,0
3,1
1,0
3,0
2,0
1,0
2,0
3,1
1,0
1,0
3,0
68,16
1,0
2,0
1,0
1,0
1,0
2,0
1,1
1,0
1,0
12,13
5,0
6,3
1,0
1,0
3,2
4,0
2,0
1,0
1,0
1,0
1,0
6,1
5,1
1,0
1,0
1,0
30,17
1,0
4,0
7,0
38,14
2,0
3,0
3,1
4,1
1,8
1,0
173,85
1,0
4,2
2,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
2,0
1,0
2,1
1,0
1,0
2105,436
1,0
1,0
1,0
9,0
2,2
1,1
1,0
1,1
1,0
52,92
11,6
4,1
14,16
6,12
1,1
2,0
1,0
1,0
1,0
1,0
1,0
3,1
1,0
1,0
1,0
349,201
1,0
1,0
1,0
1,1
2,0
1,0
5,1
1,0
855,237
4,2
8,3
95,28
5,2
2,0
3,0
6,4
7,1
2,0
1,0
10,9
1,0
1,0
1,1
1,0
1,0
1,0
5,4
1,0
1,0
1,0
34,6
3,0
1,0
1,0
2,0
1,0
3,2
382,308
7,1
2,1
57,25
2,0
6,0
1,1
17,12
3,1
1,0
12,1
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,1
46,7
2,1
1,0
1,0
1,0
1,0
1,1
1,0
1,0
1,0
1,0
1,0
1,0
7,1
22,13
1,0
1,0
1,0
1,0
1,0
6,8
6,11
7,8
3,0
4,4
6,0
3,6
1,0
1,2
2,0
3,0
2,0
1,0
4,8
1,0
3,0
1,0
8,7
1,0
1,0
1,0
3,1
411,85
1,0
1,0
4,1
319,144
1,0
6,0
3,10
2,0
4,2
3,1
1,0
1,0
6,2
1,0
3,0
1,0
1,0
2,0
1,0
1,0
1,0
1,0
2,1
1,0
9,7
1,1
1,1
1,0
1,0
1,1
2,0
16,3
2,1
156,88
1,0
16,8
1,0
1,0
2,2
11,5
2,0
3,2
1,0
2,1
4,1
1,0
1,0
5,0
2,1
1,0
2,1
1,0
1,0
3,0
3,1
1,0
2,1
1,0
2,1
2,1
10,2
338,78
36,7
14,3
9,8
10,2
4,0
1,0
3,1
3,2
1,1
1,0
1,0
1,0
1,0
1,0
1,0
1,0
285,140
1,0
1,0
53,43
1,0
2,0
2,1
1,0
690,522
4,2
5,1
2,3
15,6
1,0
1,1
1,0
1,0
2,0
1,0
1,1
1,0
1,0
3,1
21,2
132,15
1,0
1,0
1,1
1,0
103,36
4,3
17,2
6,4
6,11
56,36
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1735,783
2,0
1,0
1,0
4,0
1,0
1,0
1,0
1,0
1,0
2,0
1,0
1,0
2,0
2,0
1,0
1,0
1,0
8,4
6,2
12,4
8,5
2,1
32,17
3,1
1,0
1,0
2,3
2,1
2,1
1,0
4,0
2,1
6,1
1,0
669,161
1,0
1,0
2,0
1,0
1,0
2,0
3,1
14,3
3,0
3,0
4,0
138,18
1,0
10,16
1,0
3,0
1,0
60,31
17,14
1,0
1,0
3,0
1,0
1,0
1,1
2,0
1,0
21,5
4,1
3,1
1,0
21,27
32,22
12,7
22,27
16,7
5,3
21,6
3,2
3,5
284,29
5,3
11,0
3,3
6,0
3,1
2,0
2,1
6,3
1,0
10,2
2,0
1,0
5,2
2,0
1,0
1,0
1,1
3,1
1,0
2,0
1,0
556,248
16,9
1,0
1,0
1,0
2,1
1,0
1,0
1,0
33,10
5,2
1,0
1,0
4,2
1,0
1,0
1,0
1,0
3,0
1,0
1,0
1,0
1,0
1,0
5,1
2,0
1,0
10,29
4,1
2,5
4,2
79,11
60,32
34,9
2,0
1,0
6,1
3,0
4,0
12,3
2,0
1,0
1,0
2,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
2,0
1,0
2,1
1,0
2,0
1,0
1,1
3,1
25,2
1,0
17,4
1,0
20,16
30,38
2,3
7,3
9,8
5,2
10,2
3,3
5,0
2,1
1,0
3,2
1,0
1,0
1,0
1,0
4,0
1,0
3,1
3,1
1,0
1,0
1,0
3,1
351,240
3,2
28,4
7,7
44,44
3,0
1,0
1,0
1,0
1,0
1,0
1,0
14,1
2,1
2,2
2,1
1,0
2,1
1,0
1,0
1,0
1,0
1,0
2,0
1,0
2,1
1,0
607,248
11,6
19,12
16,30
7,8
3,19
11,7
16,10
6,7
19,18
5,5
33,28
3,0
6,3
7,0
3,1
1,0
3,0
5,1
43,9
1,0
3,0
1,0
1,0
5,1
1,0
1,1
1,0
1,0
1,0
2,0
1,0
1,0
2,0
1,0
1,0
1,1
15,6
1,0
2,0
1,0
2,0
1,0
1,0
2,1
1,0
1,0
1,0
3,1
1,0
1,0
1,0
1,0
2,1
1,0
1,0
1,0
2,1
2,0
1,0
2,0
600,54
3,1
3,0
1,0
1,1
1,0
3,0
7,3
1,0
1,0
6,2
140,42
3,0
3,0
1,0
14,14
3,1
1,0
1,0
1,0
1,0
1,0
2,0
1,0
1,0
1,0
1,1
59,41
1,0
1,0
1,0
1,0
1,0
50,15
1,0
1,0
1,0
3,1
189,166
5,2
16,1
5098,2855
1,0
6,6
1,0
1,0
22,4
1,0
1,0
236,40
1,0
1,0
1,0
3,0
1,0
2,1
2,1
1,0
1,0
2,1
1,0
1,0
1,0
1,0
49,25
1,0
1,0
1,0
1,0
902,324
2,1
1,0
2,1
14,0
7,0
2,1
1,0
8,1
1,1
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
16,0
2,0
1,0
2,0
1,0
32,14
1,0
3,5
13,11
4,1
3,0
1,0
2,0
2,0
1,0
1,1
1,0
2,0
1,0
1,0
1,0
5,0
4,2
4,0
1,0
2,0
1,0
4,0
1,0
3,0
1,0
2,0
1,0
5,4
6,4
5,2
9,21
2,1
2,0
4,1
1,0
6,1
1,0
1,0
1,0
1,0
1,0
2,0
1,0
1,0
1,2
1,0
2,0
1,0
3,0
1,0
11,5
38,15
1,0
2,0
1,0
1402,474
1,0
2,0
2,0
2,0
7,0
1,1
2,0
2,2
14,9
36,4
19,8
1,0
9,7
3,2
7,3
5,2
6,0
2,0
6,0
2,0
2,2
2,1
5,2
2,0
5,1
1,0
1,0
1,0
5,1
2,1
1,0
1,1
4,1
3,0
1,0
1,0
2,0
3,2
1,0
1,1
1,0
1,1
1,0
22,13
1,0
6,6
1,0
7,8
1,0
1,1
3,0
76,18
9,4
3,2
100,45
117,69
1,0
1,0
2,1
1,0
1,1
44,16
1,0
1,0
1,0
1,0
10,4
1,0
1,0
3,1
1,0
1,0
22,13
2,4
2,0
1,1
3,2
2,0
4,0
10,3
1,1
1,0
2,0
1,0
3,0
1,0
2,0
2,1
1,0
2,1
1,0
1,0
57,20
7,7
1,1
1,0
140,19
125,55
1,1
1,0
1,0
1,0
4,2
3,3
1,2
4,8
8,6
2,1
1,0
1,0
2,0
2,0
1,0
1,0
1,0
1,0
5,2
1,1
1,0
1,0
1,0
1,1
1,0
3,1
1,0
1,0
1,0
20,2
1,0
803,195
6,44
1188,435
4,2
25,8
21,13
8,5
2,1
2,0
4,3
1,0
1,0
1,0
2,1
1,0
1,0
1,0
1,0
1,0
21,6
1,0
1,0
3,0
5,2
1,0
1,0
1,0
3,0
1,0
4,1
2,1
2,0
1,0
1,0
3,1
1,0
1,0
10,0
1,2
22,10
1,0
2,1
1,0
1,0
1,0
2,0
1,0
2,0
2,0
1,0
1,0
1,0
4,0
2,0
1,0
1,0
1,0
1,0
2,1
2,0
9,0
1,0
12,10
13,35
1,0
1,0
1,0
2,1
2,0
37,9
27,12
2,5
1,0
1,0
1,0
1,0
1,1
1,0
1,0
1,0
1,0
2,0
1,0
1,0
1,0
1,0
11,2
18,4
6,4
1,0
2,0
170,31
34,15
23,6
25,12
2,0
5,4
6,4
2,2
3,2
7,3
1,0
1,2
2,1
2,0
3,2
1,0
2,0
5,0
1,0
1,0
1,0
2,0
1,1
2,1
1,0
2,1
1,0
1,0
14,7
2,1
25,9
2,0
1,0
2,0
34,7
1,0
1,0
17,10
6,6
4,0
4,2
13,3
5,0
1,0
1,0
1,1
2,1
4,2
1,0
2,0
1,0
1,0
2,0
1,0
1,0
1,0
2,3
2,0
5,0
1,0
1,2
1,0
1,0
1,0
3,0
2,0
2,1
1,0
1,0
2,0
22,20
1,1
1,4
13,0
1,0
1222,380
4,3
1,0
4,1
3,2
9,11
76,35
118,24
5,5
14,27
2,1
3,1
1,1
288,144
13,1
2,0
3,1
1,0
1,0
3,1
1,0
3,1
1,0
2,0
1,0
2,0
1,0
1,0
1,0
1,0
1,0
2,1
36,22
39,21
2,3
1,0
69,25
15,9
13,8
5,16
1,0
3,0
1,0
2,0
1,0
7,7
4,1
73,36
1,0
1,0
1,0
2,1
1,0
2,0
1,0
2,0
2,0
15,2
1,0
1,1
1,0
1,0
4,0
1,0
1,0
1,0
16,2
2,1
7,1
50,11
191,69
3,2
1,0
41,10
13,1
6,4
2,1
5,2
2,4
18,19
2,1
1,0
6,3
1,0
2,2
1,0
1,0
1,0
1,0
1,0
1,0
4,1
1,0
4,2
1,1
4,2
1,0
1,0
1,0
1,0
3,1
1,0
1,0
1,0
2,0
1,0
1,0
6,8
2,0
1,0
1,0
4,0
10,4
1,0
1,0
345,90
1,0
1,0
2,0
1,1
2,0
1,0
1,0
1,0
1,2
1,0
1,1
1,0
1,0
1,0
2,0
4,4
3,5
16,6
59,21
12,7
1,0
2,2
2,2
4,1
2,0
1,0
1,0
1,0
1,0
1,0
2,0
1,0
1,0
1,0
3,0
2,0
1,0
1,0
2,0
1,0
1,2
1,1
1,0
3,1
1,0
1,0
32,6
1,0
16,0
1,0
130,55
2,2
5,0
10,2
9,9
3,1
3,2
4,1
1,3
5,2
1,0
3,1
1,0
3,1
1,0
1,0
1,0
2,1
1,0
1,0
1,0
1,0
1,0
1,0
56,25
12,7
1,0
3,1
2,0
1,0
1,1
1,0
1,0
5,2
2,0
1,0
1,0
5,2
2,1
67,11
1,0
8,7
5,1
5,5
1,0
2,1
1,0
6,1
1,1
1,0
1,0
1,0
1,0
3,1
1,0
1,0
1,0
1,0
4,0
1,0
14,0
542,303
173,61
20,10
10,6
22,14
2,1
1,0
24,5
1,0
1,0
2,0
1,0
1,0
2,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
334,116
6,4
1,1
1,0
2,1
1,1
1,3
1,0
8,6
7,2
4,2
2,0
7,9
2,1
2,0
4,1
8,0
9,3
1,0
1,0
1,0
1,0
2,1
1,0
1,0
1,0
1,0
1,0
1,0
1,0
4,4
2,1
1,0
11,10
1,0
1,0
2,0
5,0
2,0
3,0
5,0
1,9
57,31
18,23
38,23
92,81
417,243
2,3
2,0
3,0
8,2
1,0
1,0
2,0
2,1
1,0
2,1
2,0
108,28
2,0
1,0
1,0
44,12
1,0
1,0
1,0
1,0
67,39
17,11
4,3
23,1
1,0
1,0
1,0
2,0
1,0
1,0
2,0
1,0
1,0
1,0
2,0
1,0
1,0
2,2
1,0
5,0
412,246
13,11
12,4
3,4
1,0
4,1
1,0
1,0
2,2
3,1
1,0
1,0
3,3
6,1
1,0
4,5
8,1
1,0
8,6
1,0
4,2
1,0
11,2
8,4
8,2
5,16
40,11
4,1
1,0
1,0
2,1
1,0
1,0
1,0
3,0
1,0
1,0
1,0
3,2
598,85
1,0
1,0
1,0
1,0
1,0
1,0
5,1
2,2
7,1
1,0
60,15
1,0
8,36
2,0
29,33
10,30
4,18
6,29
1,3
1,11
4,9
30,11
3,3
9,1
1,0
7,5
2,1
5,0
2,2
21,30
7,2
4,1
1,0
1303,310
13,8
1,0
1,0
4,0
1,0
254,38
1,0
1,0
14,7
1,0
1,0
1,0
4,0
1,0
102,40
5,1
2,1
1,0
2,1
1,0
1,0
1,0
1,0
2,0
63,10
2,1
2,0
9,3
1,0
3,0
1,0
5,1
1,0
1,0
1,0
1,0
1,0
1,0
1,0
21,5
2,0
1,0
1,0
133,84
1,0
2,0
1,0
2,0
1,0
22,7
3,0
1,0
212,316
1,0
1,0
17,17
24,5
40,14
1,0
7,2
3,2
6,2
6,2
5,0
13,5
1,0
3,1
2,0
1,0
1,0
1,0
1,0
1,0
4,1
1,0
1,0
1,0
1,0
1,0
1,0
2,0
1,0
3,0
1,0
1,0
1,1
3,1
1,1
56,28
20,6
5,9
2,0
1,0
1,0
2,0
3,0
1,0
1,0
1,0
1,0
1,0
2,0
1,0
2,0
1,0
1,0
1,1
41,11
1,1
1,0
1,0
1,0
7,1
1,0
1,0
5,0
2,0
1,0
9,2
1,0
1,0
1,0
1,0
1,0
1,2
1,1
1,0
1,0
51,35
1,0
312,88
1,0
1,0
4,1
5,1
1,0
5,0
3,2
2,1
4,5
3,1
3,0
1,0
1,0
2,1
1,0
1,0
1,0
5,1
1,0
2,0
1,0
238,51
321,99
7,0
1,0
1,0
9,1
1,0
19,10
32,5
20,9
9,2
3,6
1,0
1,0
1,7
1,0
1,0
1,0
1,0
5,1
314,193
1,0
1,0
2,0
2,0
2,0
12,8
1,0
1,0
1,1
1,0
1,0
1,0
46,17
4,0
1,0
1,0
3,0
1,0
12,4
3,1
1,0
1,1
5,3
39,12
2,0
5,1
4,2
2,1
1,0
1,1
1,0
1,0
4,3
1,0
9,0
2,1
1,0
1,0
1,0
1,0
1,0
657,361
1,0
3,2
1,0
2,1
1,2
1,0
1,1
3,0
1,0
2,0
7,6
1,0
6,5
3,1
474,245
4,6
1,0
148,62
11,8
20,0
2,0
32,17
1,0
1,0
2,1
27,23
1,0
1,0
3,0
1,0
1,0
1,0
1,0
4,0
1,0
1,0
1,0
1,0
1,0
1,1
5,1
5,3
1,0
4,0
1,1
1,0
39,33
5750,2852
10,11
26,12
167,103
6,2
1,0
4,7
2,0
6,3
1,0
1,0
1,0
2,0
1,0
2,0
4,2
1,0
1,0
1,0
1,0
3,0
1,0
2,1
1,0
1,0
1,0
2,1
2,2
1,0
2,1
2,0
25,23
1,0
5,2
2,0
1,0
1,0
1,0
2,0
1,0
1,0
12,2
9,7
7,8
1630,524
17,18
19,18
4,3
1,0
6,4
1,0
2,12
1,0
1,0
3,0
2,0
1,0
11,4
1,0
1,0
1,0
1,0
1,0
1,0
2,2
1,0
1,0
1,0
2,0
1,0
1,0
7,2
1,0
1,1
2,0
1,0
515,172
1,0
14,8
2,1
1,0
9,0
3,1
1,0
2,1
24,15
1,0
1,1
2,0
1,0
3,1
1,0
1,0
3,1
1,0
1,1
1,0
1,0
1,0
1,0
1,0
51,26
3,2
13,3
123,117
12,20
3,1
1,0
4,2
1,1
1,0
1,1
1,0
1,0
3,0
6,0
1,0
3,0
1,0
1,0
1,0
1,0
3,0
1,1
1,0
1,0
1,0
1,0
3,0
2,0
5,3
2,0
11,7
1,0
5,0
22,16
1,0
1,2
2,2
4,0
1,0
1,0
2,1
1,0
1,0
1,0
1,0
2,0
1,0
1,0
1,0
1,0
1,0
1,0
4,1
1,0
1,0
1,0
1,0
2,0
2,0
1,0
2,0
13,7
1,1
1,0
1,0
1,0
1,0
4,0
1,0
115,32
20,16
6,8
10,7
9,13
15,0
2,2
10,6
4,4
3,2
2,0
1,0
2,0
2,2
2,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
2,0
1,0
1,0
1,0
1,0
2,1
2,0
5,4
1,0
2,0
3,5
1,0
10,71
132,53
61,198
59,32
20,41
20,28
14,61
7,32
8,54
11,54
16,53
9,42
8,49
9,28
13,32
7,17
262,174
11,27
28,71
7,63
7,28
7,16
5,17
5,18
11,10
8,25
5,17
5,17
6,17
5,16
7,16
7,16
6,17
6,27
7,23
5,19
11,21
10,30
7,18
26,11
5,21
19,30
9,53
7,20
6,27
6,18
7,21
6,17
8,18
7,26
5,23
5,21
10,22
5,17
8,30
6,20
5,16
4,17
7,22
5,19
7,17
5,17
7,17
5,23
9,21
7,26
7,20
2,10
7,26
8,43
8,38
5,24
1,0
1,0
1,0
2,1
9,20
7,17
5,23
7,31
5,9
4,2
1,0
1,0
1,1
1,1
7,17
5,28
6,18
5,19
4,22
5,5
1,0
8,1
2,1
7,18
7,17
5,26
8,32
5,13
1,0
10,4
4,4
9,31
11,24
4,2
11,3
9,25
4,10
1,0
2,0
1,0
10,8
1,0
1,0
1,0
8,0
6,0
23,8
11,8
4,0
2,0
1,0
1,0
3,1
1,0
2,0
2,0
1,0
1,0
8,19
1,0
1,0
1,1
2,0
3,0
1,0
3,1
1,0
1,0
1,0
4,1
1,1
2,1
1,0
1,0
1,0
134,22
25,4
2,2
1,0
1,0
1,0
1,0
2,0
15,6
4,5
5,2
17,11
11,12
8,3
2,2
1,5
